x,y,z
115,267,-890
232,-72,-974
128,-191,-780
13,15,-540
72,257,-669
199,-17,-933
62,-74,-888
5,124,-784
72,220,-839
158,-13,-884
64,-206,-689
-21,25,-511
29,204,-634
95,54,-958
54,-93,-886
3,68,-765
33,222,-784
111,105,-913
76,-175,-759
-35,-119,-626
29,138,-677
81,138,-892
50,-40,-911
0,0,-774
13,281,-870
136,23,-944
78,-175,-825
-42,-80,-550
-13,146,-630
76,111,-858
23,-97,-929
-54,-23,-784
-11,259,-790
136,156,-933
54,-193,-837
-46,-121,-610
-11,80,-589
52,169,-870
64,-83,-931
-46,37,-823
13,169,-810
76,150,-899
83,-162,-815
-46,-177,-591
-29,130,-575
70,154,-788
60,-50,-853
-37,-5,-778
-13,187,-724
89,189,-870
80,-152,-796
-25,-177,-579
-46,124,-511
39,203,-788
19,-15,-851
-27,-78,-815
-66,224,-747
74,173,-895
54,-105,-839
-101,-179,-646
-64,44,-575
-66,220,-749
3,-31,-841
-136,-50,-831
-83,201,-821
-46,177,-870
-5,-99,-860
-101,-197,-587
-113,95,-480
-39,234,-648
-5,-66,-882
-117,7,-800
-54,119,-722
21,267,-854
17,-70,-827
-7,-226,-655
-62,-5,-476
54,197,-685
78,13,-823
-13,11,-813
21,115,-745
46,165,-853
122,-62,-812
-29,-181,-585
-46,15,-456
1,234,-651
87,7,-858
9,-81,-835
-27,156,-765
64,216,-858
105,-103,-858
29,-162,-630
-48,3,-509
39,236,-677
95,3,-927
-23,-56,-841
-9,56,-776
62,294,-849
81,-9,-888
35,-199,-603
-54,-3,-511
44,140,-665
23,-54,-872
-15,-19,-796
-58,158,-714
33,279,-790
27,-13,-817
9,-253,-628
-68,-40,-491
5,236,-595
44,23,-794
-7,-146,-806
-62,68,-714
33,283,-782
39,17,-862
31,-148,-655
-60,-74,-528
21,154,-603
0,-1,-790
3,-91,-784
-99,128,-741
0,185,-819
37,-23,-915
3,-115,-724
-87,-17,-542
-27,214,-593
-17,21,-841
-9,-105,-831
-83,33,-743
3,253,-823
-52,42,-901
76,-204,-806
-109,-121,-587
21,236,-640
-46,140,-796
11,-76,-913
-103,21,-849
15,286,-888
1,68,-999
33,-240,-880
-105,-158,-694
-1,97,-712
-44,167,-929
39,-19,-1013
-80,62,-976
21,245,-1007
17,44,-1108
70,-117,-981
-68,-154,-743
-27,72,-761
17,128,-1018
40,-58,-1120
-58,5,-1061
-39,191,-1061
23,146,-1116
60,-80,-1095
-68,-113,-876
-21,83,-845
-11,17,-1063
25,-35,-1149
-74,-7,-1132
-3,271,-1106
7,156,-1198
89,-132,-1139
-89,-107,-854
-19,70,-800
-25,175,-1048
93,-25,-1186
-66,-40,-1114
-27,191,-1122
5,210,-1126
113,-74,-1122
-44,-232,-938
-33,44,-897
-11,222,-1056
78,21,-1272
-56,-50,-1245
23,138,-1184
1,195,-1253
87,-50,-1262
-17,-154,-1044
-42,83,-989
-7,197,-1136
33,3,-1298
-56,-83,-1251
-37,117,-1206
13,261,-1313
39,-76,-1239
-5,-206,-1042
-62,44,-960
-15,195,-1145
39,72,-1298
-72,-52,-1266
-39,56,-1130
-11,259,-1192
99,-68,-1276
-40,-162,-1120
-37,-3,-981
-42,201,-1095
70,27,-1225
-46,-42,-1204
-21,101,-1130
-21,236,-1249
83,-72,-1321
-64,-179,-1059
-33,-58,-897
-58,212,-1034
29,89,-1290
-31,-54,-1227
-62,62,-1149
-5,277,-1243
35,58,-1309
40,-210,-1216
-97,-130,-1005
-5,179,-1061
-7,62,-1290
-19,-60,-1294
-42,50,-1204
-1,249,-1262
35,80,-1368
56,-230,-1210
-66,-121,-1056
-1,162,-1063
7,101,-1247
42,-150,-1309
-56,68,-1253
21,361,-1288
70,39,-1360
9,-195,-1221
-72,-101,-956
-11,152,-1013
-17,134,-1290
40,-163,-1362
-78,-5,-1257
11,290,-1218
46,140,-1382
56,-195,-1266
-44,-173,-1083
-29,181,-1044
76,115,-1253
13,-89,-1313
-60,-9,-1278
-15,226,-1282
78,162,-1419
44,-140,-1298
-56,-154,-1071
-48,185,-1046
29,150,-1311
54,-85,-1407
-81,-25,-1294
1,318,-1253
0,179,-1360
91,-203,-1303
-93,-203,-1112
-46,130,-1016
-37,204,-1278
54,-44,-1364
-68,-80,-1303
-48,255,-1239
-7,218,-1348
101,-171,-1337
-97,-160,-1141
-40,156,-1052
5,206,-1247
58,-134,-1407
-105,-39,-1300
-29,255,-1301
33,206,-1428
56,-85,-1385
-48,-206,-1149
-54,115,-1073
3,255,-1292
56,-87,-1452
-91,-37,-1346
-13,183,-1241
44,191,-1370
62,-64,-1348
-23,-199,-1200
-52,81,-1083
31,183,-1233
27,-62,-1346
-39,-37,-1300
-19,220,-1255
15,267,-1401
76,-115,-1423
5,-279,-1153
-60,81,-1046
37,189,-1229
78,-1,-1415
-23,-89,-1342
-23,212,-1276
25,267,-1337
95,-105,-1423
-5,-197,-1186
-23,31,-1079
11,204,-1227
21,-60,-1368
-13,-105,-1323
-23,222,-1300
-7,257,-1380
40,-119,-1438
-3,-251,-1278
-60,80,-1116
308,238,-1138
27,-68,-1530
513,-103,-1223
488,177,-1329
560,407,-1430
753,-206,-1317
829,-325,-1190
888,140,-1024
821,347,-1307
1136,-97,-1272
907,-181,-1325
989,208,-1344
1030,525,-1255
1108,-105,-1216
1044,-361,-1165
964,5,-997
999,359,-960
903,-42,-1237
1059,-269,-1091
890,142,-1149
974,513,-1202
968,-5,-1280
1136,-376,-1134
812,19,-966
1013,439,-960
977,42,-1208
1015,-329,-1296
827,56,-1243
931,488,-1210
1011,171,-1278
944,-413,-1227
882,21,-999
929,411,-985
1036,89,-1223
1013,-294,-1301
985,81,-1206
1018,503,-1134
1143,95,-1247
1114,-407,-1220
1048,-89,-962
1089,347,-874
1200,93,-1057
1245,-228,-1225
1163,83,-1122
1171,347,-1093
1290,42,-1124
1313,-402,-1093
1204,-76,-882
1110,368,-810
1054,93,-1134
1095,-167,-1245
1009,-126,-1214
962,505,-1034
1056,124,-1114
1093,-277,-1161
1050,-238,-987
913,404,-888
954,162,-979
1018,-286,-1190
808,-13,-1169
751,281,-1118
808,302,-1278
940,-212,-1325
694,-101,-1085
765,236,-843
765,117,-1085
831,-247,-1257
634,-89,-1163
718,392,-1011
628,150,-1208
728,-146,-1239
523,-89,-1009
528,183,-870
378,220,-1098
482,-52,-1151
343,-130,-1034
236,302,-1038
224,199,-1221
255,-124,-1204
105,-150,-970
-50,19,-880
37,150,-874
31,78,-1011
-122,-81,-1097
-165,80,-1048
-156,97,-1149
-185,70,-1294
-138,-165,-1087
-273,109,-894
-103,85,-964
-134,142,-1161
-657,-121,-1239
-181,-37,-831
-474,298,-1504
-361,62,-1036
-1274,-421,-1141
-890,-37,-911
-913,517,-864
-1430,150,-1313
-1233,-257,-1007
-1493,-107,-1056
-1290,552,-1120
-1389,-97,-1149
-1138,-345,-921
-1506,-265,-954
-1424,406,-825
-1290,203,-1036
-1180,-230,-1216
-1344,-83,-1132
-1110,357,-1175
-872,261,-1116
-1036,-355,-1108
-1050,-265,-946
-823,292,-925
-595,206,-1054
-815,-66,-1132
-720,-117,-1108
-650,320,-1118
-589,144,-1218
-655,-197,-1046
-728,-230,-935
-722,132,-913
-835,251,-1102
-757,-97,-1102
-897,-199,-1087
-894,333,-1081
-997,230,-1145
-962,-228,-1044
-1136,-472,-819
-1149,292,-851
-1233,324,-974
-1153,-109,-1194
-1241,-240,-1120
-1274,304,-1120
-1253,374,-1118
-1112,-181,-1120
-1141,-327,-962
-1147,142,-927
-1016,351,-1013
-890,-107,-1159
-913,-134,-1124
-798,310,-1077
-714,230,-1138
-622,-206,-1149
-651,-312,-981
-601,230,-892
-587,302,-1015
-396,-197,-1165
-454,-140,-1149
-452,234,-999
-452,314,-1102
-269,-251,-1102
-443,-275,-952
-443,165,-780
-495,249,-938
-370,-7,-1022
-447,-298,-1098
-437,257,-1067
-460,284,-1093
-347,-78,-1155
-421,-388,-942
-462,78,-821
-448,318,-919
-347,-29,-1118
-445,-132,-1122
-355,72,-1059
-413,394,-1075
-208,-40,-1163
-298,-363,-1018
-343,-5,-833
-288,284,-899
-167,56,-1132
-193,-144,-1165
-169,111,-1104
-132,353,-1120
-35,-46,-1179
-78,-257,-1007
-111,35,-792
-78,206,-913
-5,21,-1075
-48,-78,-1085
-56,105,-1024
-42,300,-1098
60,-31,-1147
-46,-247,-952
-87,25,-778
-66,187,-872
-3,66,-1085
-85,-58,-1116
-80,40,-1052
-78,257,-1095
72,0,-1188
-54,-150,-1011
-70,-48,-800
-68,121,-868
7,29,-1104
-68,-25,-1139
-81,85,-1059
-27,177,-1171
27,44,-1171
-5,-150,-1042
-97,-44,-800
-70,162,-868
0,9,-1106
-91,-25,-1139
-83,13,-1048
-66,210,-1087
21,76,-1167
-50,-130,-1034
-150,-56,-817
-81,117,-856
-52,113,-1071
-56,-58,-1139
-146,83,-1061
-89,165,-1046
-44,101,-1128
-64,-136,-1042
-160,-64,-813
-107,156,-813
-64,39,-1013
-78,-50,-1085
-160,103,-1038
-62,169,-1087
-42,126,-1163
-23,-144,-1075
-103,-167,-833
-105,148,-813
13,70,-1108
-64,-3,-1151
-93,-9,-1081
-64,162,-1057
-13,130,-1151
-5,-103,-1102
-134,-105,-874
-74,35,-835
-66,99,-1013
-13,-15,-1083
-115,13,-1059
-46,214,-1073
-9,93,-1149
48,-109,-1102
-95,-85,-843
-25,40,-806
-39,169,-958
48,-5,-1143
-62,-29,-1048
-9,162,-1040
50,185,-1118
68,-62,-1081
0,-175,-913
-27,31,-796
39,126,-948
76,17,-1089
-3,7,-1075
46,119,-1044
52,191,-1130
146,-56,-1132
21,-111,-919
44,52,-829
103,128,-948
132,15,-1063
70,-33,-1098
54,171,-1071
132,230,-1134
165,-62,-1147
46,-169,-935
-19,13,-792
56,150,-970
58,54,-1120
9,-56,-1095
-35,107,-1028
25,195,-1061
31,5,-1126
-44,-130,-940
-81,-40,-825
-60,150,-907
-7,11,-1083
-93,27,-1056
-72,95,-1059
-42,187,-1120
19,-3,-1184
-52,-115,-940
-99,-31,-808
-52,142,-878
-27,35,-1114
-68,-44,-1095
-72,46,-1069
-39,204,-1069
-35,66,-1143
-25,-154,-1005
-132,-68,-847
-33,124,-862
-60,83,-1083
-29,-3,-1132
-85,31,-1024
-33,208,-1061
-3,17,-1149
13,-119,-1028
-87,-78,-837
-33,126,-872
-19,115,-1011
17,-85,-1122
-87,85,-1022
21,189,-1091
37,37,-1163
21,-144,-995
-56,-140,-813
-35,199,-845
42,66,-1083
29,-62,-1122
-66,31,-1059
11,212,-1046
39,54,-1132
33,-87,-1042
-46,-124,-882
-1,119,-899
33,72,-1046
13,-15,-1057
-27,7,-1050
-9,247,-1079
74,105,-1149
74,-144,-1054
-64,-105,-851
-3,107,-817
11,130,-1007
48,-46,-1110
-56,-19,-1075
-11,220,-1050
-5,160,-1102
83,-109,-1081
-66,-117,-878
-25,81,-829
-39,91,-993
31,-3,-1112
-72,11,-1063
-44,206,-1038
33,136,-1132
37,-83,-1098
-58,-124,-878
-54,81,-821
-17,132,-966
33,-60,-1077
-85,5,-1069
-5,169,-1063
-15,179,-1145
72,-74,-1087
-81,-148,-886
-39,56,-817
-21,119,-1005
31,31,-1097
-72,-40,-1093
-33,165,-1030
27,148,-1134
56,-31,-1083
-60,-169,-935
-21,13,-845
-42,136,-936
70,-1,-1065
-78,-23,-1036
0,160,-1057
-9,175,-1134
83,-50,-1122
-33,-130,-899
5,-17,-810
-42,156,-915
66,21,-1104
-72,-60,-1091
-19,148,-1038
-5,193,-1110
109,5,-1116
-13,-167,-958
-15,-1,-817
-13,117,-913
40,35,-1063
-58,-21,-1067
3,111,-1026
3,216,-1122
72,-21,-1124
-5,-152,-956
-60,-17,-821
-5,156,-894
13,54,-1079
-25,-42,-1116
-44,99,-1020
9,214,-1106
44,11,-1149
-11,-156,-991
-46,-29,-812
-35,136,-897
35,50,-1069
-37,-76,-1106
-33,144,-1020
-1,169,-1085
39,52,-1110
3,-148,-966
-54,-44,-849
-23,146,-890
33,89,-1054
-42,-54,-1054
-35,64,-1052
-25,242,-1083
44,56,-1169
1,-128,-1024
-60,-81,-837
-40,119,-853
1,66,-1056
-25,-31,-1102
-44,13,-1067
-7,193,-1089
13,134,-1095
56,-171,-1059
-83,-87,-874
-9,128,-847
-13,93,-1024
-11,-74,-1087
-62,46,-1061
-11,195,-1083
21,163,-1143
25,-148,-1061
-64,-130,-888
-54,126,-815
-17,126,-1003
39,-58,-1147
-80,17,-1077
-7,206,-1044
15,122,-1106
39,-121,-1081
-52,-111,-890
-50,91,-841
44,105,-991
-9,-50,-1073
-31,-3,-1081
-46,222,-1044
56,163,-1122
27,-119,-1085
-42,-134,-899
-46,76,-845
19,142,-991
5,-35,-1069
-60,-5,-1077
-23,181,-1063
23,177,-1136
76,-109,-1097
-44,-152,-907
-31,60,-784
-21,140,-979
68,-33,-1112
-64,-19,-1069
-31,208,-1013
17,136,-1116
37,-29,-1104
-13,-169,-952
-42,17,-825
-15,177,-935
56,-25,-1104
-64,-15,-1052
-25,152,-1040
17,199,-1157
37,-48,-1110
-17,-165,-927
-56,19,-792
-13,146,-921
13,15,-1098
-23,-44,-1108
-37,124,-1005
-7,247,-1075
52,-27,-1130
-11,-191,-977
-29,-5,-839
-17,171,-909
60,25,-1059
-50,-31,-1095
-23,128,-1030
21,177,-1106
48,56,-1122
7,-162,-995
52,-62,-808
37,160,-929
238,46,-1054
163,-15,-1118
283,117,-1001
386,167,-1077
458,-29,-1177
528,-39,-927
425,-109,-831
536,91,-915
571,122,-1102
638,27,-1161
546,56,-1022
628,124,-1042
730,58,-1149
706,-31,-1016
575,-62,-815
599,-5,-819
659,29,-1028
569,130,-1065
509,33,-1018
482,81,-1036
534,80,-1143
519,-21,-1026
325,-31,-786
345,-35,-819
394,44,-1052
327,89,-1157
218,76,-1016
212,93,-987
286,21,-1151
222,-39,-1102
56,-27,-874
117,-3,-847
134,25,-1059
132,31,-1138
42,80,-1026
101,105,-1048
146,76,-1141
132,-76,-1116
19,-78,-880
9,44,-831
121,44,-1018
80,-31,-1085
13,80,-1036
62,138,-1042
122,101,-1167
173,-78,-1085
-17,-115,-866
78,15,-821
46,58,-1034
115,9,-1116
-87,9,-1052
56,128,-1044
13,64,-1124
66,3,-1085
-78,-134,-882
-54,37,-827
-31,87,-976
3,1,-1057
-85,11,-1015
-54,156,-1083
-17,162,-1139
27,-40,-1110
-81,-144,-903
-50,13,-821
-54,173,-952
35,42,-1128
-68,-42,-1083
0,173,-1036
17,162,-1106
101,-1,-1067
27,-152,-954
37,-21,-851
39,195,-911
167,19,-1061
60,19,-1075
103,72,-1018
140,245,-1097
181,-15,-1136
105,-101,-962
83,9,-815
117,128,-913
152,76,-1048
85,-42,-1089
87,140,-1044
113,216,-1110
171,-50,-1167
60,-195,-915
-15,-3,-815
-1,152,-925
-33,50,-1097
-80,-42,-1097
-87,78,-1040
-93,218,-1059
-9,15,-1147
-64,-138,-1001
-40,-74,-874
-66,140,-895
-21,50,-1052
-56,-29,-1057
-3,70,-1061
-1,201,-1128
119,80,-1171
44,-111,-991
21,-101,-845
9,105,-810
107,46,-1104
40,-33,-1079
33,27,-1044
50,195,-1048
64,105,-1102
105,-179,-1028
-21,-70,-841
19,105,-827
0,105,-1024
27,-37,-1097
-17,21,-1046
-44,191,-1050
-1,101,-1151
-11,-117,-1054
-103,-121,-843
-68,105,-819
-56,60,-1013
-56,-62,-1120
-115,64,-1052
-56,204,-1085
-46,80,-1173
-25,-117,-1038
-50,-160,-872
-58,146,-827
5,95,-1044
29,-40,-1138
-44,13,-1079
-9,206,-1065
56,91,-1116
31,-40,-1069
21,-173,-905
11,68,-864
48,101,-977
13,-21,-1056
-7,-17,-1048
-1,201,-1044
52,138,-1139
126,-126,-1073
-56,-81,-868
19,40,-796
0,109,-956
72,-15,-1098
-46,-54,-1081
0,230,-1042
33,163,-1112
31,-60,-1112
-74,-150,-917
-42,46,-839
-76,146,-956
-5,-3,-1114
-78,-11,-1087
-15,140,-1050
-39,208,-1130
74,-60,-1130
0,-134,-938
27,13,-823
-17,146,-917
78,9,-1061
-85,7,-1083
35,136,-1054
-64,212,-1149
60,-7,-1122
0,-201,-925
-44,40,-784
-7,87,-948
21,40,-1052
-5,-7,-1116
13,81,-1032
-9,185,-1067
68,5,-1079
3,-152,-972
-37,9,-829
-33,101,-895
11,23,-1020
-54,-40,-1057
-42,140,-1036
-9,206,-1145
60,-50,-1153
-42,-87,-952
-54,-78,-796
-60,179,-895
42,7,-1061
-50,-33,-1106
-21,70,-1059
-19,242,-1100
78,40,-1136
-11,-113,-1003
-42,-68,-851
-29,105,-890
19,60,-1061
-17,-25,-1054
1,70,-1046
-11,236,-1100
87,35,-1116
33,-119,-997
-5,-68,-864
-29,132,-839
0,58,-1016
62,-44,-1108
-9,40,-1048
-7,257,-1091
58,25,-1130
0,-109,-1036
-33,-95,-847
-37,130,-858
19,81,-1016
29,-64,-1116
-56,39,-1048
0,203,-1079
0,101,-1110
7,-99,-1065
-66,-144,-913
-81,109,-851
1,56,-999
-44,-25,-1059
-35,-7,-1054
-68,247,-1085
13,117,-1155
15,-113,-1081
-56,-160,-886
-70,117,-812
3,103,-983
-27,-31,-1098
-46,-48,-1089
-48,206,-1050
-9,187,-1112
44,-95,-1112
-54,-126,-884
0,0,-819
-39,148,-958
37,-13,-1087
-48,-11,-1063
-21,154,-1063
1,152,-1143
95,-68,-1108
0,-124,-913
-64,7,-806
-7,144,-933
66,-56,-1124
-66,25,-1087
-44,158,-1046
1,179,-1116
52,-50,-1098
3,-187,-921
-72,9,-812
11,167,-917
42,-29,-1087
-37,29,-1097
17,74,-1061
-1,255,-1102
64,-52,-1128
-1,-136,-958
-72,-19,-829
-39,140,-923
40,1,-1046
-5,-25,-1079
-31,115,-1042
5,206,-1122
93,-19,-1132
35,-158,-958
-52,-35,-810
-44,212,-884
91,-25,-1075
-29,-21,-1087
-44,113,-1032
-15,230,-1098
58,9,-1145
11,-144,-970
-58,-39,-817
-52,156,-890
39,3,-1044
-66,7,-1052
-37,68,-1059
-39,253,-1141
31,13,-1124
-11,-138,-987
-48,-27,-831
-35,122,-868
7,29,-1036
-29,-15,-1104
-9,37,-1063
-31,257,-1069
62,27,-1132
21,-115,-1007
-48,-81,-843
-44,126,-872
11,85,-1020
11,-58,-1122
-29,80,-1054
11,179,-1091
52,80,-1104
74,-130,-1056
-19,-74,-845
-44,105,-841
44,25,-1016
-13,-54,-1075
-44,74,-1038
-31,222,-1093
66,54,-1147
33,-111,-1007
-40,-124,-858
-58,115,-833
39,105,-1046
-7,-29,-1102
-27,-25,-1065
-50,257,-1061
60,95,-1128
19,-97,-1110
-66,-68,-888
-42,46,-858
-21,89,-950
7,-25,-1059
-54,17,-1063
-39,210,-1083
33,158,-1112
111,-136,-1110
-56,-85,-880
-19,66,-813
15,76,-958
9,-31,-1108
-62,-19,-1085
-19,201,-1056
39,152,-1132
17,-48,-1095
1,-124,-936
-52,11,-808
9,113,-946
-31,-11,-1091
-54,19,-1071
-31,136,-1069
0,193,-1100
33,-91,-1120
-50,-122,-927
-68,52,-825
-15,111,-952
-48,1,-1061
-50,-29,-1091
-66,193,-1061
3,193,-1149
29,-68,-1124
-44,-175,-903
-39,56,-792
-46,140,-960
52,-13,-1095
-29,-42,-1093
0,163,-1071
-11,177,-1102
91,-37,-1118
-35,-130,-962
17,-21,-870
-60,134,-913
56,11,-1050
-56,-40,-1028
-17,124,-1044
-15,187,-1130
89,56,-1128
15,-156,-944
-27,-25,-833
-46,146,-882
50,44,-1069
-37,-29,-1093
-5,39,-1057
-31,238,-1098
64,39,-1120
33,-171,-1024
-19,-76,-829
-17,128,-864
54,68,-1015
-25,-70,-1110
-44,99,-1040
-9,197,-1098
66,70,-1130
31,-130,-1052
-40,-48,-843
-56,97,-888
46,60,-1007
-11,-68,-1079
-7,91,-1044
-40,226,-1120
93,37,-1143
-21,-138,-1011
-48,-81,-796
-89,105,-851
66,99,-1024
-7,-70,-1095
-27,60,-1042
-54,187,-1075
60,95,-1118
-25,-111,-1038
-50,-85,-890
-66,111,-880
19,103,-987
-70,-39,-1046
-9,17,-1065
-58,220,-1095
83,181,-1141
1,-121,-1081
-21,-119,-849
-62,68,-808
19,117,-979
11,-42,-1104
31,0,-1056
-52,220,-1067
83,162,-1077
46,-99,-1075
-15,-134,-878
-50,80,-831
21,119,-946
42,3,-1091
-60,21,-1073
-1,158,-1054
3,175,-1083
64,-91,-1120
-44,-109,-915
-54,64,-839
21,109,-944
-29,-11,-1052
-44,25,-1056
-72,163,-1079
56,187,-1141
29,-64,-1114
-21,-136,-895
-78,66,-796
17,113,-958
23,-7,-1093
0,-29,-1106
-13,167,-1038
21,191,-1100
60,-42,-1098
-21,-128,-989
-35,-23,-854
-39,171,-938
37,-35,-1028
-56,-11,-1056
7,99,-1056
25,154,-1147
48,-35,-1143
-46,-107,-925
-50,-11,-837
-40,111,-903
17,11,-1089
-68,-33,-1063
-74,99,-1073
-39,175,-1095
-7,5,-1132
-52,-126,-989
-87,-44,-872
-50,132,-882
9,-21,-1054
-42,-3,-1091
5,27,-1054
-25,218,-1087
95,-21,-1128
29,-113,-1003
-29,-56,-866
-21,138,-880
42,23,-1032
17,-81,-1091
-54,101,-1032
15,222,-1106
66,-5,-1169
7,-136,-989
-42,-54,-837
-42,130,-868
37,68,-1011
-33,-66,-1112
-37,89,-1073
-37,212,-1063
58,74,-1138
-17,-122,-1024
-23,-58,-884
-68,121,-880
40,27,-995
-64,-35,-1032
5,46,-1050
-29,222,-1100
117,115,-1153
29,-81,-1067
7,-89,-862
-60,142,-817
119,54,-1016
-5,-35,-1087
5,29,-1079
-15,261,-1087
70,146,-1136
72,-124,-1098
-66,-87,-882
-31,105,-804
58,115,-944
-1,-42,-1089
17,9,-1054
-37,214,-1036
81,169,-1143
13,-113,-1085
-54,-107,-888
-58,99,-800
0,105,-962
-44,-21,-1075
-56,33,-1079
-54,183,-1056
19,132,-1145
-23,-64,-1097
-1,-117,-901
-78,95,-786
21,66,-958
-29,-29,-1073
9,-7,-1122
-62,189,-1048
13,144,-1098
0,-46,-1110
-40,-124,-938
-74,37,-823
-35,105,-944
-11,-9,-1034
-52,-11,-1089
-74,175,-1028
33,150,-1139
33,-64,-1124
-52,-146,-944
-74,50,-778
-25,81,-931
50,-1,-1089
-15,-103,-1091
-62,247,-1052
52,109,-1114
44,15,-1120
25,-206,-956
-46,15,-835
-5,136,-884
76,-27,-1095
-46,-9,-1089
39,76,-1059
21,238,-1108
105,-39,-1136
3,-144,-999
-40,-37,-839
7,146,-880
62,3,-1046
-62,-29,-1110
21,76,-1042
-21,226,-1069
99,-31,-1138
-19,-179,-1005
-56,-3,-792
-39,136,-903
-5,15,-1044
-48,-52,-1081
-42,70,-1057
-19,216,-1124
46,13,-1114
-54,-95,-1013
-29,-66,-880
-60,138,-888
68,21,-1028
-70,-27,-1069
3,56,-1052
-35,199,-1120
44,11,-1153
-42,-72,-1026
1,-89,-880
-87,138,-858
66,17,-991
-62,-5,-1075
33,39,-1102
-68,212,-1079
76,119,-1104
-11,-124,-1046
-11,-48,-884
-78,113,-833
60,68,-997
-80,-27,-1067
0,62,-1081
-66,191,-1075
99,124,-1124
-29,-128,-1065
-7,-50,-890
-66,105,-825
62,105,-976
-48,-81,-1089
9,81,-1075
-31,232,-1052
101,97,-1124
17,-91,-1071
33,-85,-886
-68,95,-829
85,107,-964
13,-44,-1083
40,56,-1093
-35,163,-1067
121,191,-1120
48,-124,-1075
-1,-74,-925
-40,70,-813
80,76,-950
11,19,-1061
-44,175,-1048
54,160,-1128
7,-83,-1097
21,-134,-938
-105,31,-788
21,169,-952
-39,-40,-1071
-42,-35,-1102
-85,206,-1063
21,165,-1132
5,-68,-1122
-37,-117,-935
-44,-1,-835
-1,109,-915
1,-48,-1079
-52,17,-1056
-50,140,-1081
56,175,-1124
21,-62,-1124
-1,-109,-942
-54,0,-821
5,122,-882
-64,-40,-1071
-15,-1,-1104
-52,89,-1061
11,185,-1075
-1,-17,-1120
19,-144,-976
-68,-25,-835
-17,132,-880
0,-17,-1059
-46,-3,-1124
-42,101,-1054
-11,183,-1097
33,-52,-1143
-11,-109,-977
-50,-9,-829
-29,80,-903
-44,-3,-1040
-21,-62,-1098
-95,181,-1046
11,216,-1124
58,-39,-1141
-3,-134,-995
-40,-13,-825
-15,146,-882
48,-1,-1052
-9,-46,-1120
5,81,-1067
9,236,-1093
113,35,-1124
46,-121,-1044
-7,-44,-854
-13,128,-837
62,44,-1009
-64,-39,-1077
-11,66,-1067
-5,257,-1104
83,91,-1138
37,-160,-1056
-60,-42,-819
-31,132,-837
11,60,-1038
-13,-50,-1124
-46,40,-1075
-78,220,-1057
64,74,-1143
-35,-119,-1050
-68,-48,-854
-78,111,-843
42,54,-977
-17,-31,-1116
-13,70,-1069
-58,152,-1079
80,121,-1085
-25,-81,-1085
13,-58,-907
-89,91,-823
76,74,-976
-50,-40,-1073
29,70,-1073
-25,162,-1057
40,154,-1106
23,-117,-1069
11,-87,-888
-74,83,-780
37,91,-979
-17,-46,-1087
21,1,-1065
-81,210,-1030
29,136,-1097
-9,-95,-1106
-11,-64,-911
-80,25,-823
21,132,-950
0,-68,-1050
-29,48,-1059
-62,206,-1054
81,126,-1169
21,-95,-1126
-19,-64,-901
-68,3,-812
0,134,-931
39,-68,-1114
-27,13,-1067
-33,171,-1057
64,169,-1095
3,-19,-1097
42,-171,-954
-78,37,-817
23,130,-892
-3,-29,-1067
-15,-29,-1116
-54,156,-1048
40,189,-1102
50,-50,-1145
13,-148,-976
-58,9,-815
29,144,-897
58,-23,-1052
5,-64,-1081
-56,165,-1030
42,201,-1128
103,-56,-1179
-25,-171,-946
-68,11,-804
-19,128,-903
31,19,-1077
-19,-54,-1118
-87,144,-1056
21,169,-1075
13,9,-1116
21,-128,-1018
-72,-19,-858
-27,111,-856
19,-5,-1034
-107,-13,-1059
-48,44,-1063
-17,242,-1118
58,17,-1155
-37,-103,-1034
-78,-15,-813
-52,81,-849
-3,5,-1044
-101,3,-1116
-78,35,-1065
-171,206,-1087
-72,19,-1132
-101,-111,-1052
-210,-23,-864
-203,64,-854
-167,19,-1007
-140,-40,-1126
-224,126,-1044
-187,212,-1069
-93,-60,-1100
-152,-101,-1087
-193,-15,-866
-304,130,-843
-271,-101,-997
-240,-42,-1034
-607,226,-1151
-854,152,-1059
-363,-27,-1108
-724,-68,-1218
-796,15,-778
-1075,93,-808
-538,1,-974
-888,-50,-1056
-771,167,-1057
-808,74,-970
-612,70,-1081
-669,-124,-1091
-718,42,-977
-548,25,-831
-612,37,-1077
-503,-40,-1100
-443,105,-1057
-351,273,-1112
-193,-21,-1179
-189,-119,-1136
-126,9,-854
-167,74,-833
-119,1,-944
-58,-105,-1083
-101,156,-1071
-142,173,-1075
-40,74,-1151
-117,-64,-1108
-87,1,-894
-181,27,-774
66,39,-895
3,-48,-1028
107,101,-1001
93,175,-1036
226,111,-1149
314,-105,-1028
335,-40,-913
50,95,-853
325,39,-913
173,40,-1177
201,33,-1143
-11,212,-1124
261,121,-1190
89,-56,-1132
31,-19,-870
-35,-40,-786
44,119,-862
-23,-64,-1044
-56,58,-1038
-50,158,-1059
9,91,-1104
-23,-1,-1116
-39,-54,-936
-58,3,-851
-21,66,-927
-40,-17,-1091
-72,-5,-1067
-46,81,-1065
-42,162,-1122
-50,-25,-1151
-93,-95,-938
-177,-23,-819
-93,99,-905
-97,-31,-1093
-128,35,-1155
-124,29,-1081
-89,216,-1147
-44,-35,-1151
-78,-109,-1001
-138,-27,-804
-78,46,-895
-91,11,-1028
-99,-48,-1091
-146,117,-1044
-95,136,-1112
